,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,cod_prov,provincias
1349,16-64 años,Españoles,Mujeres,2019,85.174,26,"Rioja, La"
1350,16-64 años,Extranjeros,Hombres,2021,15.688,26,"Rioja, La"
1351,16-64 años,Extranjeros,Hombres,2020,15.436,26,"Rioja, La"
1352,16-64 años,Extranjeros,Hombres,2019,14.230,26,"Rioja, La"
1353,16-64 años,Extranjeros,Mujeres,2021,15.914,26,"Rioja, La"
1354,16-64 años,Extranjeros,Mujeres,2020,15.748,26,"Rioja, La"
1355,16-64 años,Extranjeros,Mujeres,2019,14.709,26,"Rioja, La"
1356,65 y más,Españoles,Hombres,2021,29.641,26,"Rioja, La"
1357,65 y más,Españoles,Hombres,2020,29.433,26,"Rioja, La"
1358,65 y más,Españoles,Hombres,2019,28.957,26,"Rioja, La"
1359,65 y más,Españoles,Mujeres,2021,36.795,26,"Rioja, La"
1360,65 y más,Españoles,Mujeres,2020,36.571,26,"Rioja, La"
1361,65 y más,Españoles,Mujeres,2019,36.189,26,"Rioja, La"
1362,65 y más,Extranjeros,Hombres,2021,534,26,"Rioja, La"
1363,65 y más,Extranjeros,Hombres,2020,493,26,"Rioja, La"
1364,65 y más,Extranjeros,Hombres,2019,430,26,"Rioja, La"
1365,65 y más,Extranjeros,Mujeres,2021,866,26,"Rioja, La"
1366,65 y más,Extranjeros,Mujeres,2020,824,26,"Rioja, La"
1367,65 y más,Extranjeros,Mujeres,2019,673,26,"Rioja, La"
1368,0-15 años,Españoles,Hombres,2021,19.175,37,Salamanca
1369,0-15 años,Españoles,Hombres,2020,19.531,37,Salamanca
1370,0-15 años,Españoles,Hombres,2019,19.952,37,Salamanca
1371,0-15 años,Españoles,Mujeres,2021,18.017,37,Salamanca
1372,0-15 años,Españoles,Mujeres,2020,18.446,37,Salamanca
1373,0-15 años,Españoles,Mujeres,2019,18.782,37,Salamanca
1374,0-15 años,Extranjeros,Hombres,2021,981,37,Salamanca
1375,0-15 años,Extranjeros,Hombres,2020,984,37,Salamanca
1376,0-15 años,Extranjeros,Hombres,2019,909,37,Salamanca
1377,0-15 años,Extranjeros,Mujeres,2021,1.088,37,Salamanca
1378,0-15 años,Extranjeros,Mujeres,2020,1.056,37,Salamanca
1379,0-15 años,Extranjeros,Mujeres,2019,949,37,Salamanca
1380,16-64 años,Españoles,Hombres,2021,94.346,37,Salamanca
1381,16-64 años,Españoles,Hombres,2020,94.954,37,Salamanca
1382,16-64 años,Españoles,Hombres,2019,96.188,37,Salamanca
1383,16-64 años,Españoles,Mujeres,2021,93.439,37,Salamanca
1384,16-64 años,Españoles,Mujeres,2020,93.834,37,Salamanca
1385,16-64 años,Españoles,Mujeres,2019,94.798,37,Salamanca
1386,16-64 años,Extranjeros,Hombres,2021,5.807,37,Salamanca
1387,16-64 años,Extranjeros,Hombres,2020,5.675,37,Salamanca
1388,16-64 años,Extranjeros,Hombres,2019,4.977,37,Salamanca
1389,16-64 años,Extranjeros,Mujeres,2021,6.669,37,Salamanca
1390,16-64 años,Extranjeros,Mujeres,2020,6.468,37,Salamanca
1391,16-64 años,Extranjeros,Mujeres,2019,5.827,37,Salamanca
1392,65 y más,Españoles,Hombres,2021,38.255,37,Salamanca
1393,65 y más,Españoles,Hombres,2020,38.478,37,Salamanca
1394,65 y más,Españoles,Hombres,2019,38.065,37,Salamanca
1395,65 y más,Españoles,Mujeres,2021,48.837,37,Salamanca
1396,65 y más,Españoles,Mujeres,2020,49.109,37,Salamanca
1397,65 y más,Españoles,Mujeres,2019,49.047,37,Salamanca
1398,65 y más,Extranjeros,Hombres,2021,310,37,Salamanca
1399,65 y más,Extranjeros,Hombres,2020,307,37,Salamanca
1400,65 y más,Extranjeros,Hombres,2019,273,37,Salamanca
1401,65 y más,Extranjeros,Mujeres,2021,414,37,Salamanca
1402,65 y más,Extranjeros,Mujeres,2020,403,37,Salamanca
1403,65 y más,Extranjeros,Mujeres,2019,352,37,Salamanca
1404,0-15 años,Españoles,Hombres,2021,63.933,38,Santa Cruz de Tenerife
1405,0-15 años,Españoles,Hombres,2020,65.611,38,Santa Cruz de Tenerife
1406,0-15 años,Españoles,Hombres,2019,66.718,38,Santa Cruz de Tenerife
1407,0-15 años,Españoles,Mujeres,2021,60.617,38,Santa Cruz de Tenerife
1408,0-15 años,Españoles,Mujeres,2020,62.298,38,Santa Cruz de Tenerife
1409,0-15 años,Españoles,Mujeres,2019,63.293,38,Santa Cruz de Tenerife
1410,0-15 años,Extranjeros,Hombres,2021,8.270,38,Santa Cruz de Tenerife
1411,0-15 años,Extranjeros,Hombres,2020,8.587,38,Santa Cruz de Tenerife
1412,0-15 años,Extranjeros,Hombres,2019,8.387,38,Santa Cruz de Tenerife
1413,0-15 años,Extranjeros,Mujeres,2021,7.880,38,Santa Cruz de Tenerife
1414,0-15 años,Extranjeros,Mujeres,2020,8.258,38,Santa Cruz de Tenerife
1415,0-15 años,Extranjeros,Mujeres,2019,7.986,38,Santa Cruz de Tenerife
1416,16-64 años,Españoles,Hombres,2021,307.283,38,Santa Cruz de Tenerife
1417,16-64 años,Españoles,Hombres,2020,307.166,38,Santa Cruz de Tenerife
1418,16-64 años,Españoles,Hombres,2019,305.903,38,Santa Cruz de Tenerife
1419,16-64 años,Españoles,Mujeres,2021,305.648,38,Santa Cruz de Tenerife
1420,16-64 años,Españoles,Mujeres,2020,305.179,38,Santa Cruz de Tenerife
1421,16-64 años,Españoles,Mujeres,2019,304.078,38,Santa Cruz de Tenerife
1422,16-64 años,Extranjeros,Hombres,2021,52.369,38,Santa Cruz de Tenerife
1423,16-64 años,Extranjeros,Hombres,2020,53.491,38,Santa Cruz de Tenerife
1424,16-64 años,Extranjeros,Hombres,2019,50.746,38,Santa Cruz de Tenerife
1425,16-64 años,Extranjeros,Mujeres,2021,55.242,38,Santa Cruz de Tenerife
1426,16-64 años,Extranjeros,Mujeres,2020,56.153,38,Santa Cruz de Tenerife
1427,16-64 años,Extranjeros,Mujeres,2019,52.960,38,Santa Cruz de Tenerife
1428,65 y más,Españoles,Hombres,2021,71.284,38,Santa Cruz de Tenerife
1429,65 y más,Españoles,Hombres,2020,69.281,38,Santa Cruz de Tenerife
1430,65 y más,Españoles,Hombres,2019,67.350,38,Santa Cruz de Tenerife
1431,65 y más,Españoles,Mujeres,2021,91.712,38,Santa Cruz de Tenerife
1432,65 y más,Españoles,Mujeres,2020,89.531,38,Santa Cruz de Tenerife
1433,65 y más,Españoles,Mujeres,2019,87.167,38,Santa Cruz de Tenerife
1434,65 y más,Extranjeros,Hombres,2021,9.760,38,Santa Cruz de Tenerife
1435,65 y más,Extranjeros,Hombres,2020,9.355,38,Santa Cruz de Tenerife
1436,65 y más,Extranjeros,Hombres,2019,9.093,38,Santa Cruz de Tenerife
1437,65 y más,Extranjeros,Mujeres,2021,10.407,38,Santa Cruz de Tenerife
1438,65 y más,Extranjeros,Mujeres,2020,9.977,38,Santa Cruz de Tenerife
1439,65 y más,Extranjeros,Mujeres,2019,9.302,38,Santa Cruz de Tenerife
1440,0-15 años,Españoles,Hombres,2021,9.134,40,Segovia
1441,0-15 años,Españoles,Hombres,2020,9.180,40,Segovia
1442,0-15 años,Españoles,Hombres,2019,9.365,40,Segovia
1443,0-15 años,Españoles,Mujeres,2021,8.681,40,Segovia
1444,0-15 años,Españoles,Mujeres,2020,8.708,40,Segovia
1445,0-15 años,Españoles,Mujeres,2019,8.795,40,Segovia
1446,0-15 años,Extranjeros,Hombres,2021,1.693,40,Segovia
1447,0-15 años,Extranjeros,Hombres,2020,1.746,40,Segovia
1448,0-15 años,Extranjeros,Hombres,2019,1.666,40,Segovia
1449,0-15 años,Extranjeros,Mujeres,2021,1.595,40,Segovia
1450,0-15 años,Extranjeros,Mujeres,2020,1.631,40,Segovia
1451,0-15 años,Extranjeros,Mujeres,2019,1.578,40,Segovia
1452,16-64 años,Españoles,Hombres,2021,43.716,40,Segovia
1453,16-64 años,Españoles,Hombres,2020,43.541,40,Segovia
1454,16-64 años,Españoles,Hombres,2019,43.835,40,Segovia
1455,16-64 años,Españoles,Mujeres,2021,40.104,40,Segovia
1456,16-64 años,Españoles,Mujeres,2020,39.784,40,Segovia
1457,16-64 años,Españoles,Mujeres,2019,40.081,40,Segovia
1458,16-64 años,Extranjeros,Hombres,2021,6.846,40,Segovia
1459,16-64 años,Extranjeros,Hombres,2020,6.839,40,Segovia
1460,16-64 años,Extranjeros,Hombres,2019,6.385,40,Segovia
1461,16-64 años,Extranjeros,Mujeres,2021,7.261,40,Segovia
1462,16-64 años,Extranjeros,Mujeres,2020,7.170,40,Segovia
1463,16-64 años,Extranjeros,Mujeres,2019,6.729,40,Segovia
1464,65 y más,Españoles,Hombres,2021,15.425,40,Segovia
1465,65 y más,Españoles,Hombres,2020,15.484,40,Segovia
1466,65 y más,Españoles,Hombres,2019,15.363,40,Segovia
1467,65 y más,Españoles,Mujeres,2021,18.581,40,Segovia
1468,65 y más,Españoles,Mujeres,2020,18.816,40,Segovia
1469,65 y más,Españoles,Mujeres,2019,18.826,40,Segovia
1470,65 y más,Extranjeros,Hombres,2021,257,40,Segovia
1471,65 y más,Extranjeros,Hombres,2020,243,40,Segovia
1472,65 y más,Extranjeros,Hombres,2019,199,40,Segovia
1473,65 y más,Extranjeros,Mujeres,2021,370,40,Segovia
1474,65 y más,Extranjeros,Mujeres,2020,336,40,Segovia
1475,65 y más,Extranjeros,Mujeres,2019,307,40,Segovia
1476,0-15 años,Españoles,Hombres,2021,165.644,41,Sevilla
1477,0-15 años,Españoles,Hombres,2020,168.975,41,Sevilla
1478,0-15 años,Españoles,Hombres,2019,171.561,41,Sevilla
1479,0-15 años,Españoles,Mujeres,2021,156.142,41,Sevilla
1480,0-15 años,Españoles,Mujeres,2020,159.568,41,Sevilla
1481,0-15 años,Españoles,Mujeres,2019,162.100,41,Sevilla
1482,0-15 años,Extranjeros,Hombres,2021,5.323,41,Sevilla
1483,0-15 años,Extranjeros,Hombres,2020,5.397,41,Sevilla
1484,0-15 años,Extranjeros,Hombres,2019,4.855,41,Sevilla
1485,0-15 años,Extranjeros,Mujeres,2021,5.177,41,Sevilla
1486,0-15 años,Extranjeros,Mujeres,2020,5.264,41,Sevilla
1487,0-15 años,Extranjeros,Mujeres,2019,4.736,41,Sevilla
1488,16-64 años,Españoles,Hombres,2021,609.628,41,Sevilla
1489,16-64 años,Españoles,Hombres,2020,610.721,41,Sevilla
1490,16-64 años,Españoles,Hombres,2019,610.696,41,Sevilla
1491,16-64 años,Españoles,Mujeres,2021,610.730,41,Sevilla
1492,16-64 años,Españoles,Mujeres,2020,611.500,41,Sevilla
1493,16-64 años,Españoles,Mujeres,2019,611.468,41,Sevilla
1494,16-64 años,Extranjeros,Hombres,2021,29.313,41,Sevilla
1495,16-64 años,Extranjeros,Hombres,2020,28.753,41,Sevilla
1496,16-64 años,Extranjeros,Hombres,2019,26.052,41,Sevilla
1497,16-64 años,Extranjeros,Mujeres,2021,34.223,41,Sevilla
1498,16-64 años,Extranjeros,Mujeres,2020,33.535,41,Sevilla
1499,16-64 años,Extranjeros,Mujeres,2019,30.308,41,Sevilla
1500,65 y más,Españoles,Hombres,2021,139.710,41,Sevilla
1501,65 y más,Españoles,Hombres,2020,137.422,41,Sevilla
1502,65 y más,Españoles,Hombres,2019,134.760,41,Sevilla
1503,65 y más,Españoles,Mujeres,2021,188.472,41,Sevilla
1504,65 y más,Españoles,Mujeres,2020,185.746,41,Sevilla
1505,65 y más,Españoles,Mujeres,2019,182.917,41,Sevilla
1506,65 y más,Extranjeros,Hombres,2021,1.465,41,Sevilla
1507,65 y más,Extranjeros,Hombres,2020,1.427,41,Sevilla
1508,65 y más,Extranjeros,Hombres,2019,1.288,41,Sevilla
1509,65 y más,Extranjeros,Mujeres,2021,2.025,41,Sevilla
1510,65 y más,Extranjeros,Mujeres,2020,1.911,41,Sevilla
1511,65 y más,Extranjeros,Mujeres,2019,1.648,41,Sevilla
1512,0-15 años,Españoles,Hombres,2021,5.096,42,Soria
1513,0-15 años,Españoles,Hombres,2020,5.172,42,Soria
1514,0-15 años,Españoles,Hombres,2019,5.212,42,Soria
1515,0-15 años,Españoles,Mujeres,2021,4.791,42,Soria
1516,0-15 años,Españoles,Mujeres,2020,4.877,42,Soria
1517,0-15 años,Españoles,Mujeres,2019,4.999,42,Soria
1518,0-15 años,Extranjeros,Hombres,2021,808,42,Soria
1519,0-15 años,Extranjeros,Hombres,2020,755,42,Soria
1520,0-15 años,Extranjeros,Hombres,2019,680,42,Soria
1521,0-15 años,Extranjeros,Mujeres,2021,767,42,Soria
1522,0-15 años,Extranjeros,Mujeres,2020,724,42,Soria
1523,0-15 años,Extranjeros,Mujeres,2019,672,42,Soria
1524,16-64 años,Españoles,Hombres,2021,25.008,42,Soria
1525,16-64 años,Españoles,Hombres,2020,25.112,42,Soria
1526,16-64 años,Españoles,Hombres,2019,25.370,42,Soria
1527,16-64 años,Españoles,Mujeres,2021,22.895,42,Soria
1528,16-64 años,Españoles,Mujeres,2020,22.933,42,Soria
1529,16-64 años,Españoles,Mujeres,2019,23.062,42,Soria
1530,16-64 años,Extranjeros,Hombres,2021,3.658,42,Soria
1531,16-64 años,Extranjeros,Hombres,2020,3.427,42,Soria
1532,16-64 años,Extranjeros,Hombres,2019,3.135,42,Soria
1533,16-64 años,Extranjeros,Mujeres,2021,3.283,42,Soria
1534,16-64 años,Extranjeros,Mujeres,2020,3.149,42,Soria
1535,16-64 años,Extranjeros,Mujeres,2019,2.759,42,Soria
1536,65 y más,Españoles,Hombres,2021,10.247,42,Soria
1537,65 y más,Españoles,Hombres,2020,10.373,42,Soria
1538,65 y más,Españoles,Hombres,2019,10.335,42,Soria
1539,65 y más,Españoles,Mujeres,2021,11.953,42,Soria
1540,65 y más,Españoles,Mujeres,2020,12.146,42,Soria
1541,65 y más,Españoles,Mujeres,2019,12.220,42,Soria
1542,65 y más,Extranjeros,Hombres,2021,103,42,Soria
1543,65 y más,Extranjeros,Hombres,2020,88,42,Soria
1544,65 y más,Extranjeros,Hombres,2019,82,42,Soria
1545,65 y más,Extranjeros,Mujeres,2021,138,42,Soria
1546,65 y más,Extranjeros,Mujeres,2020,128,42,Soria
1547,65 y más,Extranjeros,Mujeres,2019,110,42,Soria
1548,0-15 años,Españoles,Hombres,2021,56.970,43,Tarragona
1549,0-15 años,Españoles,Hombres,2020,57.689,43,Tarragona
1550,0-15 años,Españoles,Hombres,2019,58.183,43,Tarragona
1551,0-15 años,Españoles,Mujeres,2021,53.276,43,Tarragona
1552,0-15 años,Españoles,Mujeres,2020,53.973,43,Tarragona
1553,0-15 años,Españoles,Mujeres,2019,54.461,43,Tarragona
1554,0-15 años,Extranjeros,Hombres,2021,12.254,43,Tarragona
1555,0-15 años,Extranjeros,Hombres,2020,12.450,43,Tarragona
1556,0-15 años,Extranjeros,Hombres,2019,11.879,43,Tarragona
1557,0-15 años,Extranjeros,Mujeres,2021,11.808,43,Tarragona
1558,0-15 años,Extranjeros,Mujeres,2020,11.799,43,Tarragona
1559,0-15 años,Extranjeros,Mujeres,2019,11.349,43,Tarragona
1560,16-64 años,Españoles,Hombres,2021,215.246,43,Tarragona
1561,16-64 años,Españoles,Hombres,2020,213.433,43,Tarragona
1562,16-64 años,Españoles,Hombres,2019,212.518,43,Tarragona
1563,16-64 años,Españoles,Mujeres,2021,209.209,43,Tarragona
1564,16-64 años,Españoles,Mujeres,2020,207.450,43,Tarragona
1565,16-64 años,Españoles,Mujeres,2019,206.995,43,Tarragona
1566,16-64 años,Extranjeros,Hombres,2021,54.885,43,Tarragona
1567,16-64 años,Extranjeros,Hombres,2020,54.707,43,Tarragona
1568,16-64 años,Extranjeros,Hombres,2019,50.390,43,Tarragona
1569,16-64 años,Extranjeros,Mujeres,2021,50.084,43,Tarragona
1570,16-64 años,Extranjeros,Mujeres,2020,49.851,43,Tarragona
1571,16-64 años,Extranjeros,Mujeres,2019,46.955,43,Tarragona
1572,65 y más,Españoles,Hombres,2021,67.304,43,Tarragona
1573,65 y más,Españoles,Hombres,2020,66.098,43,Tarragona
1574,65 y más,Españoles,Hombres,2019,64.911,43,Tarragona
1575,65 y más,Españoles,Mujeres,2021,82.819,43,Tarragona
1576,65 y más,Españoles,Mujeres,2020,81.336,43,Tarragona
1577,65 y más,Españoles,Mujeres,2019,79.828,43,Tarragona
1578,65 y más,Extranjeros,Hombres,2021,3.997,43,Tarragona
1579,65 y más,Extranjeros,Hombres,2020,3.765,43,Tarragona
1580,65 y más,Extranjeros,Hombres,2019,3.377,43,Tarragona
1581,65 y más,Extranjeros,Mujeres,2021,4.457,43,Tarragona
1582,65 y más,Extranjeros,Mujeres,2020,4.221,43,Tarragona
1583,65 y más,Extranjeros,Mujeres,2019,3.818,43,Tarragona
1584,0-15 años,Españoles,Hombres,2021,7.921,44,Teruel
1585,0-15 años,Españoles,Hombres,2020,7.966,44,Teruel
1586,0-15 años,Españoles,Hombres,2019,8.064,44,Teruel
1587,0-15 años,Españoles,Mujeres,2021,7.608,44,Teruel
1588,0-15 años,Españoles,Mujeres,2020,7.628,44,Teruel
1589,0-15 años,Españoles,Mujeres,2019,7.705,44,Teruel
1590,0-15 años,Extranjeros,Hombres,2021,1.503,44,Teruel
1591,0-15 años,Extranjeros,Hombres,2020,1.473,44,Teruel
1592,0-15 años,Extranjeros,Hombres,2019,1.397,44,Teruel
1593,0-15 años,Extranjeros,Mujeres,2021,1.483,44,Teruel
1594,0-15 años,Extranjeros,Mujeres,2020,1.433,44,Teruel
1595,0-15 años,Extranjeros,Mujeres,2019,1.377,44,Teruel
1596,16-64 años,Españoles,Hombres,2021,37.885,44,Teruel
1597,16-64 años,Españoles,Hombres,2020,37.786,44,Teruel
1598,16-64 años,Españoles,Hombres,2019,38.046,44,Teruel
1599,16-64 años,Españoles,Mujeres,2021,34.312,44,Teruel
1600,16-64 años,Españoles,Mujeres,2020,34.320,44,Teruel
1601,16-64 años,Españoles,Mujeres,2019,34.531,44,Teruel
1602,16-64 años,Extranjeros,Hombres,2021,6.153,44,Teruel
1603,16-64 años,Extranjeros,Hombres,2020,5.948,44,Teruel
1604,16-64 años,Extranjeros,Hombres,2019,5.580,44,Teruel
1605,16-64 años,Extranjeros,Mujeres,2021,5.619,44,Teruel
1606,16-64 años,Extranjeros,Mujeres,2020,5.474,44,Teruel
1607,16-64 años,Extranjeros,Mujeres,2019,5.120,44,Teruel
1608,65 y más,Españoles,Hombres,2021,14.610,44,Teruel
1609,65 y más,Españoles,Hombres,2020,14.614,44,Teruel
1610,65 y más,Españoles,Hombres,2019,14.679,44,Teruel
1611,65 y más,Españoles,Mujeres,2021,16.970,44,Teruel
1612,65 y más,Españoles,Mujeres,2020,17.106,44,Teruel
1613,65 y más,Españoles,Mujeres,2019,17.267,44,Teruel
1614,65 y más,Extranjeros,Hombres,2021,215,44,Teruel
1615,65 y más,Extranjeros,Hombres,2020,188,44,Teruel
1616,65 y más,Extranjeros,Hombres,2019,161,44,Teruel
1617,65 y más,Extranjeros,Mujeres,2021,266,44,Teruel
1618,65 y más,Extranjeros,Mujeres,2020,240,44,Teruel
1619,65 y más,Extranjeros,Mujeres,2019,210,44,Teruel
1620,0-15 años,Españoles,Hombres,2021,54.801,45,Toledo
1621,0-15 años,Españoles,Hombres,2020,55.229,45,Toledo
1622,0-15 años,Españoles,Hombres,2019,55.482,45,Toledo
1623,0-15 años,Españoles,Mujeres,2021,51.450,45,Toledo
1624,0-15 años,Españoles,Mujeres,2020,51.833,45,Toledo
1625,0-15 años,Españoles,Mujeres,2019,52.258,45,Toledo
1626,0-15 años,Extranjeros,Hombres,2021,7.106,45,Toledo
1627,0-15 años,Extranjeros,Hombres,2020,7.064,45,Toledo
1628,0-15 años,Extranjeros,Hombres,2019,6.474,45,Toledo
1629,0-15 años,Extranjeros,Mujeres,2021,6.909,45,Toledo
1630,0-15 años,Extranjeros,Mujeres,2020,6.941,45,Toledo
1631,0-15 años,Extranjeros,Mujeres,2019,6.358,45,Toledo
1632,16-64 años,Españoles,Hombres,2021,208.828,45,Toledo
1633,16-64 años,Españoles,Hombres,2020,206.365,45,Toledo
1634,16-64 años,Españoles,Hombres,2019,205.858,45,Toledo
1635,16-64 años,Españoles,Mujeres,2021,196.950,45,Toledo
1636,16-64 años,Españoles,Mujeres,2020,194.436,45,Toledo
1637,16-64 años,Españoles,Mujeres,2019,193.650,45,Toledo
1638,16-64 años,Extranjeros,Hombres,2021,28.317,45,Toledo
1639,16-64 años,Extranjeros,Hombres,2020,27.905,45,Toledo
1640,16-64 años,Extranjeros,Hombres,2019,25.329,45,Toledo
1641,16-64 años,Extranjeros,Mujeres,2021,28.052,45,Toledo
1642,16-64 años,Extranjeros,Mujeres,2020,27.657,45,Toledo
1643,16-64 años,Extranjeros,Mujeres,2019,25.059,45,Toledo
1644,65 y más,Españoles,Hombres,2021,56.369,45,Toledo
1645,65 y más,Españoles,Hombres,2020,56.065,45,Toledo
1646,65 y más,Españoles,Hombres,2019,55.165,45,Toledo
1647,65 y más,Españoles,Mujeres,2021,68.005,45,Toledo
1648,65 y más,Españoles,Mujeres,2020,67.877,45,Toledo
1649,65 y más,Españoles,Mujeres,2019,67.205,45,Toledo
1650,65 y más,Extranjeros,Hombres,2021,997,45,Toledo
1651,65 y más,Extranjeros,Hombres,2020,920,45,Toledo
1652,65 y más,Extranjeros,Hombres,2019,782,45,Toledo
1653,65 y más,Extranjeros,Mujeres,2021,1.619,45,Toledo
1654,65 y más,Extranjeros,Mujeres,2020,1.480,45,Toledo
1655,65 y más,Extranjeros,Mujeres,2019,1.224,45,Toledo
1656,0-15 años,Españoles,Hombres,2021,179.771,46,Valencia/València
1657,0-15 años,Españoles,Hombres,2020,183.995,46,Valencia/València
1658,0-15 años,Españoles,Hombres,2019,186.796,46,Valencia/València
1659,0-15 años,Españoles,Mujeres,2021,170.230,46,Valencia/València
1660,0-15 años,Españoles,Mujeres,2020,174.142,46,Valencia/València
1661,0-15 años,Españoles,Mujeres,2019,177.232,46,Valencia/València
1662,0-15 años,Extranjeros,Hombres,2021,23.960,46,Valencia/València
1663,0-15 años,Extranjeros,Hombres,2020,24.119,46,Valencia/València
1664,0-15 años,Extranjeros,Hombres,2019,22.277,46,Valencia/València
1665,0-15 años,Extranjeros,Mujeres,2021,21.891,46,Valencia/València
1666,0-15 años,Extranjeros,Mujeres,2020,22.057,46,Valencia/València
1667,0-15 años,Extranjeros,Mujeres,2019,20.301,46,Valencia/València
1668,16-64 años,Españoles,Hombres,2021,735.588,46,Valencia/València
1669,16-64 años,Españoles,Hombres,2020,736.065,46,Valencia/València
1670,16-64 años,Españoles,Hombres,2019,735.690,46,Valencia/València
1671,16-64 años,Españoles,Mujeres,2021,728.512,46,Valencia/València
1672,16-64 años,Españoles,Mujeres,2020,729.128,46,Valencia/València
1673,16-64 años,Españoles,Mujeres,2019,728.886,46,Valencia/València
1674,16-64 años,Extranjeros,Hombres,2021,113.864,46,Valencia/València
1675,16-64 años,Extranjeros,Hombres,2020,113.872,46,Valencia/València
1676,16-64 años,Extranjeros,Hombres,2019,104.223,46,Valencia/València
1677,16-64 años,Extranjeros,Mujeres,2021,113.251,46,Valencia/València
1678,16-64 años,Extranjeros,Mujeres,2020,113.059,46,Valencia/València
1679,16-64 años,Extranjeros,Mujeres,2019,103.610,46,Valencia/València
1680,65 y más,Españoles,Hombres,2021,207.496,46,Valencia/València
1681,65 y más,Españoles,Hombres,2020,204.465,46,Valencia/València
1682,65 y más,Españoles,Hombres,2019,201.263,46,Valencia/València
1683,65 y más,Españoles,Mujeres,2021,278.667,46,Valencia/València
1684,65 y más,Españoles,Mujeres,2020,275.559,46,Valencia/València
1685,65 y más,Españoles,Mujeres,2019,271.409,46,Valencia/València
1686,65 y más,Extranjeros,Hombres,2021,7.282,46,Valencia/València
1687,65 y más,Extranjeros,Hombres,2020,6.950,46,Valencia/València
1688,65 y más,Extranjeros,Hombres,2019,6.101,46,Valencia/València
1689,65 y más,Extranjeros,Mujeres,2021,8.800,46,Valencia/València
1690,65 y más,Extranjeros,Mujeres,2020,8.464,46,Valencia/València
1691,65 y más,Extranjeros,Mujeres,2019,7.336,46,Valencia/València
1692,0-15 años,Españoles,Hombres,2021,34.084,47,Valladolid
1693,0-15 años,Españoles,Hombres,2020,34.841,47,Valladolid
1694,0-15 años,Españoles,Hombres,2019,35.525,47,Valladolid
1695,0-15 años,Españoles,Mujeres,2021,32.417,47,Valladolid
1696,0-15 años,Españoles,Mujeres,2020,33.085,47,Valladolid
1697,0-15 años,Españoles,Mujeres,2019,33.721,47,Valladolid
1698,0-15 años,Extranjeros,Hombres,2021,2.424,47,Valladolid
1699,0-15 años,Extranjeros,Hombres,2020,2.309,47,Valladolid
1700,0-15 años,Extranjeros,Hombres,2019,2.141,47,Valladolid
1701,0-15 años,Extranjeros,Mujeres,2021,2.379,47,Valladolid
1702,0-15 años,Extranjeros,Mujeres,2020,2.271,47,Valladolid
1703,0-15 años,Extranjeros,Mujeres,2019,2.034,47,Valladolid
1704,16-64 años,Españoles,Hombres,2021,151.311,47,Valladolid
1705,16-64 años,Españoles,Hombres,2020,152.421,47,Valladolid
1706,16-64 años,Españoles,Hombres,2019,153.472,47,Valladolid
1707,16-64 años,Españoles,Mujeres,2021,151.343,47,Valladolid
1708,16-64 años,Españoles,Mujeres,2020,152.535,47,Valladolid
1709,16-64 años,Españoles,Mujeres,2019,153.661,47,Valladolid
1710,16-64 años,Extranjeros,Hombres,2021,11.158,47,Valladolid
1711,16-64 años,Extranjeros,Hombres,2020,10.644,47,Valladolid
1712,16-64 años,Extranjeros,Hombres,2019,9.710,47,Valladolid
1713,16-64 años,Extranjeros,Mujeres,2021,11.835,47,Valladolid
1714,16-64 años,Extranjeros,Mujeres,2020,11.137,47,Valladolid
1715,16-64 años,Extranjeros,Mujeres,2019,10.098,47,Valladolid
1716,65 y más,Españoles,Hombres,2021,53.412,47,Valladolid
1717,65 y más,Españoles,Hombres,2020,52.915,47,Valladolid
1718,65 y más,Españoles,Hombres,2019,52.018,47,Valladolid
1719,65 y más,Españoles,Mujeres,2021,67.934,47,Valladolid
1720,65 y más,Españoles,Mujeres,2020,67.530,47,Valladolid
1721,65 y más,Españoles,Mujeres,2019,66.366,47,Valladolid
1722,65 y más,Extranjeros,Hombres,2021,454,47,Valladolid
1723,65 y más,Extranjeros,Hombres,2020,410,47,Valladolid
1724,65 y más,Extranjeros,Hombres,2019,350,47,Valladolid
1725,65 y más,Extranjeros,Mujeres,2021,610,47,Valladolid
1726,65 y más,Extranjeros,Mujeres,2020,551,47,Valladolid
1727,65 y más,Extranjeros,Mujeres,2019,450,47,Valladolid
1728,0-15 años,Españoles,Hombres,2021,8.129,49,Zamora
1729,0-15 años,Españoles,Hombres,2020,8.285,49,Zamora
1730,0-15 años,Españoles,Hombres,2019,8.461,49,Zamora
1731,0-15 años,Españoles,Mujeres,2021,7.583,49,Zamora
1732,0-15 años,Españoles,Mujeres,2020,7.806,49,Zamora
1733,0-15 años,Españoles,Mujeres,2019,8.036,49,Zamora
1734,0-15 años,Extranjeros,Hombres,2021,529,49,Zamora
1735,0-15 años,Extranjeros,Hombres,2020,515,49,Zamora
1736,0-15 años,Extranjeros,Hombres,2019,478,49,Zamora
1737,0-15 años,Extranjeros,Mujeres,2021,428,49,Zamora
1738,0-15 años,Extranjeros,Mujeres,2020,442,49,Zamora
1739,0-15 años,Extranjeros,Mujeres,2019,410,49,Zamora
1740,16-64 años,Españoles,Hombres,2021,48.849,49,Zamora
1741,16-64 años,Españoles,Hombres,2020,49.542,49,Zamora
1742,16-64 años,Españoles,Hombres,2019,50.453,49,Zamora
